1,-3,0,1.11925,0,62.02
1,-3,1,1.23711,0,67.52
1,-2,0,1.21582,0,65.07
1,-2,1,1.25908,0,64.93
1,-1,0,1.08885,0,62.35
1,-1,1,1.12546,0,62.50
1,0,0,1.0955,0,61.20
1,0,1,1.35041,0,61.59
1,1,0,1.0724,0,69.59
1,1,1,1.07811,0,69.12
1,2,0,1.30846,0,73.53
1,2,1,1.59723,0,74.09
2,-3,0,1.32585,0,77.91
2,-3,1,1.40458,0,83.34
2,-2,0,1.95899,0,80.87
2,-2,1,1.4453,0,76.70
2,-1,0,1.39543,0,76.33
2,-1,1,1.43365,0,75.16
2,0,0,1.39569,0,79.16
2,0,1,1.43145,0,79.96
2,1,0,1.623,0,74.66
2,1,1,1.64436,0,74.64
2,2,0,2.186,0,75.41
2,2,1,2.13105,0,77.32
3,-3,0,2.86802,0,94.25
3,-3,1,3.04806,0,94.90
3,-2,0,2.96514,0,95.51
3,-2,1,3.03303,0,95.31
3,-1,0,3.02257,0,95.08
3,-1,1,3.01069,0,94.07
3,0,0,3.10474,0,94.18
3,0,1,3.06429,0,94.19
3,1,0,2.2376,0,95.15
3,1,1,2.26874,0,96.29
3,2,0,3.55833,0,98.66
3,2,1,3.58973,0,44.86
4,-3,0,3.74511,0,118.47
4,-3,1,3.8522,0,119.01
4,-2,0,3.74531,0,118.88
4,-2,1,3.84413,0,118.46
4,-1,0,3.73623,0,118.93
4,-1,1,3.84613,0,119.33
4,0,0,3.83066,0,118.53
4,0,1,3.92245,0,120.73
4,1,0,3.78171,0,118.28
4,1,1,3.90859,0,119.79
4,2,0,5.97011,0,123.24
4,2,1,6.05316,0,124.38
5,-3,0,7.86585,0,162.27
5,-3,1,7.61877,0,162.20
5,-2,0,7.81066,0,163.69
5,-2,1,7.71342,0,161.29
5,-1,0,8.03165,0,163.74
5,-1,1,7.75052,0,164.07
5,0,0,7.95542,0,162.47
5,0,1,7.65551,0,161.58
5,1,0,6.99128,0,162.13
5,1,1,7.31057,0,162.42
5,2,0,9.18957,0,169.45
5,2,1,9.2247,0,168.33
6,-3,0,10.7692,0,218.85
6,-3,1,10.6594,0,216.84
6,-2,0,10.7205,0,218.50
6,-2,1,10.7193,0,217.55
6,-1,0,10.8819,0,218.02
6,-1,1,10.9394,0,219.72
6,0,0,11.2774,0,218.45
6,0,1,11.1721,0,217.39
6,1,0,9.75605,0,214.57
6,1,1,9.8293,0,217.76
6,2,0,14.487,0,229.50
6,2,1,14.492,0,231.23
7,-3,0,14.1595,0,289.54
7,-3,1,13.8892,0,287.37
7,-2,0,15.5056,0,288.20
7,-2,1,14.345,0,288.60
7,-1,0,14.7471,0,285.58
7,-1,1,14.2237,0,286.88
7,0,0,14.853,0,287.81
7,0,1,14.3939,0,289.70
7,1,0,15.6315,0,291.87
7,1,1,15.8152,0,292.92
7,2,0,20.7182,0,305.54
7,2,1,21.8465,0,306.62
8,-3,0,24.1474,0,394.46
8,-3,1,25.1745,0,393.65
8,-2,0,24.2984,0,392.50
8,-2,1,25.0746,0,393.63
8,-1,0,25.0654,0,391.56
8,-1,1,25.7097,0,395.88
8,0,0,24.9401,0,391.58
8,0,1,25.2184,0,394.22
8,1,0,20.965,0,388.05
8,1,1,20.6662,0,387.13
8,2,0,27.0987,0,395.27
8,2,1,26.9365,0,399.21
9,-3,0,32.0536,0,518.91
9,-3,1,32.549,0,522.25
9,-2,0,33.0297,0,518.19
9,-2,1,33.0065,0,526.98
9,-1,0,32.4079,0,511.11
9,-1,1,33.1472,0,520.34
9,0,0,34.5312,0,517.70
9,0,1,34.2491,0,521.64
9,1,0,32.0393,0,534.22
9,1,1,32.0806,0,523.46
9,2,0,39.1009,0,528.93
9,2,1,38.7345,0,536.18
10,-3,0,43.4571,0,676.69
10,-3,1,42.621,0,688.70
10,-2,0,41.547,0,683.63
10,-2,1,42.2735,0,682.45
10,-1,0,42.3582,0,681.40
10,-1,1,42.0572,0,677.49
10,0,0,42.9735,0,685.08
10,0,1,44.2968,0,694.45
10,1,0,47.1338,0,695.02
10,1,1,46.77,0,691.65
10,2,0,56.7089,0,707.31
10,2,1,53.888,0,695.92
